id,kind,title,vibe,palette,control_a,control_b,control_c,intensity,prompt,tags,license
gen-comic-090,comic,Vera Volt Garden: Solar Issue,neon comic page with splash layout,mossFlame,splash,neon,Vera Volt Garden,9,Stage Vera Volt Garden: Solar Issue as a splash comic composition where Vera Volt Garden hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,mossFlame",Original free-to-use generated seed
gen-comic-091,comic,Ink Relay Orchard: Glass Issue,street comic page with grid layout,auroraInk,grid,street,Ink Relay Orchard,10,Stage Ink Relay Orchard: Glass Issue as a grid comic composition where Ink Relay Orchard hits a street turning point with readable captions and bold motion.,"comic,grid,street,auroraInk",Original free-to-use generated seed
gen-comic-092,comic,Glyph Ryder Bloom: Ink Issue,cosmic comic page with poster layout,velvetSignal,poster,cosmic,Glyph Ryder Bloom,4,Stage Glyph Ryder Bloom: Ink Issue as a poster comic composition where Glyph Ryder Bloom hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,velvetSignal",Original free-to-use generated seed
gen-comic-093,comic,Captain Color Pulse: Prismatic Issue,mystic comic page with three layout,monoStencil,three,mystic,Captain Color Pulse,5,Stage Captain Color Pulse: Prismatic Issue as a three comic composition where Captain Color Pulse hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,monoStencil",Original free-to-use generated seed
gen-comic-094,comic,Mira Static Ribbon: Solar Issue,neon comic page with splash layout,citrusCircuit,splash,neon,Mira Static Ribbon,6,Stage Mira Static Ribbon: Solar Issue as a splash comic composition where Mira Static Ribbon hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,citrusCircuit",Original free-to-use generated seed
gen-comic-095,comic,Orbit Vale Garden: Glass Issue,street comic page with grid layout,mossFlame,grid,street,Orbit Vale Garden,7,Stage Orbit Vale Garden: Glass Issue as a grid comic composition where Orbit Vale Garden hits a street turning point with readable captions and bold motion.,"comic,grid,street,mossFlame",Original free-to-use generated seed
gen-comic-096,comic,Juno Flash Orchard: Ink Issue,cosmic comic page with poster layout,auroraInk,poster,cosmic,Juno Flash Orchard,8,Stage Juno Flash Orchard: Ink Issue as a poster comic composition where Juno Flash Orchard hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,auroraInk",Original free-to-use generated seed
gen-comic-097,comic,Pixel Nova Bloom: Prismatic Issue,mystic comic page with three layout,velvetSignal,three,mystic,Pixel Nova Bloom,9,Stage Pixel Nova Bloom: Prismatic Issue as a three comic composition where Pixel Nova Bloom hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,velvetSignal",Original free-to-use generated seed
gen-comic-098,comic,Vera Volt Pulse: Solar Issue,neon comic page with splash layout,monoStencil,splash,neon,Vera Volt Pulse,10,Stage Vera Volt Pulse: Solar Issue as a splash comic composition where Vera Volt Pulse hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,monoStencil",Original free-to-use generated seed
gen-comic-099,comic,Ink Relay Ribbon: Glass Issue,street comic page with grid layout,citrusCircuit,grid,street,Ink Relay Ribbon,4,Stage Ink Relay Ribbon: Glass Issue as a grid comic composition where Ink Relay Ribbon hits a street turning point with readable captions and bold motion.,"comic,grid,street,citrusCircuit",Original free-to-use generated seed
gen-comic-100,comic,Glyph Ryder Garden: Ink Issue,cosmic comic page with poster layout,mossFlame,poster,cosmic,Glyph Ryder Garden,5,Stage Glyph Ryder Garden: Ink Issue as a poster comic composition where Glyph Ryder Garden hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,mossFlame",Original free-to-use generated seed
gen-comic-101,comic,Captain Color Orchard: Prismatic Issue,mystic comic page with three layout,auroraInk,three,mystic,Captain Color Orchard,6,Stage Captain Color Orchard: Prismatic Issue as a three comic composition where Captain Color Orchard hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,auroraInk",Original free-to-use generated seed
gen-comic-102,comic,Mira Static Bloom: Solar Issue,neon comic page with splash layout,velvetSignal,splash,neon,Mira Static Bloom,7,Stage Mira Static Bloom: Solar Issue as a splash comic composition where Mira Static Bloom hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,velvetSignal",Original free-to-use generated seed
gen-comic-103,comic,Orbit Vale Pulse: Glass Issue,street comic page with grid layout,monoStencil,grid,street,Orbit Vale Pulse,8,Stage Orbit Vale Pulse: Glass Issue as a grid comic composition where Orbit Vale Pulse hits a street turning point with readable captions and bold motion.,"comic,grid,street,monoStencil",Original free-to-use generated seed
gen-comic-104,comic,Juno Flash Ribbon: Ink Issue,cosmic comic page with poster layout,citrusCircuit,poster,cosmic,Juno Flash Ribbon,9,Stage Juno Flash Ribbon: Ink Issue as a poster comic composition where Juno Flash Ribbon hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,citrusCircuit",Original free-to-use generated seed
gen-comic-105,comic,Pixel Nova Garden: Prismatic Issue,mystic comic page with three layout,mossFlame,three,mystic,Pixel Nova Garden,10,Stage Pixel Nova Garden: Prismatic Issue as a three comic composition where Pixel Nova Garden hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,mossFlame",Original free-to-use generated seed
gen-comic-106,comic,Vera Volt Orchard: Solar Issue,neon comic page with splash layout,auroraInk,splash,neon,Vera Volt Orchard,4,Stage Vera Volt Orchard: Solar Issue as a splash comic composition where Vera Volt Orchard hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,auroraInk",Original free-to-use generated seed
gen-comic-107,comic,Ink Relay Bloom: Glass Issue,street comic page with grid layout,velvetSignal,grid,street,Ink Relay Bloom,5,Stage Ink Relay Bloom: Glass Issue as a grid comic composition where Ink Relay Bloom hits a street turning point with readable captions and bold motion.,"comic,grid,street,velvetSignal",Original free-to-use generated seed
gen-comic-108,comic,Glyph Ryder Pulse: Ink Issue,cosmic comic page with poster layout,monoStencil,poster,cosmic,Glyph Ryder Pulse,6,Stage Glyph Ryder Pulse: Ink Issue as a poster comic composition where Glyph Ryder Pulse hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,monoStencil",Original free-to-use generated seed
gen-comic-109,comic,Captain Color Ribbon: Prismatic Issue,mystic comic page with three layout,citrusCircuit,three,mystic,Captain Color Ribbon,7,Stage Captain Color Ribbon: Prismatic Issue as a three comic composition where Captain Color Ribbon hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,citrusCircuit",Original free-to-use generated seed
gen-comic-110,comic,Mira Static Garden: Solar Issue,neon comic page with splash layout,mossFlame,splash,neon,Mira Static Garden,8,Stage Mira Static Garden: Solar Issue as a splash comic composition where Mira Static Garden hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,mossFlame",Original free-to-use generated seed
gen-comic-111,comic,Orbit Vale Orchard: Glass Issue,street comic page with grid layout,auroraInk,grid,street,Orbit Vale Orchard,9,Stage Orbit Vale Orchard: Glass Issue as a grid comic composition where Orbit Vale Orchard hits a street turning point with readable captions and bold motion.,"comic,grid,street,auroraInk",Original free-to-use generated seed
gen-comic-112,comic,Juno Flash Bloom: Ink Issue,cosmic comic page with poster layout,velvetSignal,poster,cosmic,Juno Flash Bloom,10,Stage Juno Flash Bloom: Ink Issue as a poster comic composition where Juno Flash Bloom hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,velvetSignal",Original free-to-use generated seed
gen-comic-113,comic,Pixel Nova Pulse: Prismatic Issue,mystic comic page with three layout,monoStencil,three,mystic,Pixel Nova Pulse,4,Stage Pixel Nova Pulse: Prismatic Issue as a three comic composition where Pixel Nova Pulse hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,monoStencil",Original free-to-use generated seed
gen-comic-114,comic,Vera Volt Ribbon: Solar Issue,neon comic page with splash layout,citrusCircuit,splash,neon,Vera Volt Ribbon,5,Stage Vera Volt Ribbon: Solar Issue as a splash comic composition where Vera Volt Ribbon hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,citrusCircuit",Original free-to-use generated seed
gen-comic-115,comic,Ink Relay Garden: Glass Issue,street comic page with grid layout,mossFlame,grid,street,Ink Relay Garden,6,Stage Ink Relay Garden: Glass Issue as a grid comic composition where Ink Relay Garden hits a street turning point with readable captions and bold motion.,"comic,grid,street,mossFlame",Original free-to-use generated seed
gen-comic-116,comic,Glyph Ryder Orchard: Ink Issue,cosmic comic page with poster layout,auroraInk,poster,cosmic,Glyph Ryder Orchard,7,Stage Glyph Ryder Orchard: Ink Issue as a poster comic composition where Glyph Ryder Orchard hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,auroraInk",Original free-to-use generated seed
gen-comic-117,comic,Captain Color Bloom: Prismatic Issue,mystic comic page with three layout,velvetSignal,three,mystic,Captain Color Bloom,8,Stage Captain Color Bloom: Prismatic Issue as a three comic composition where Captain Color Bloom hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,velvetSignal",Original free-to-use generated seed
gen-comic-118,comic,Mira Static Pulse: Solar Issue,neon comic page with splash layout,monoStencil,splash,neon,Mira Static Pulse,9,Stage Mira Static Pulse: Solar Issue as a splash comic composition where Mira Static Pulse hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,monoStencil",Original free-to-use generated seed
gen-comic-119,comic,Orbit Vale Ribbon: Glass Issue,street comic page with grid layout,citrusCircuit,grid,street,Orbit Vale Ribbon,10,Stage Orbit Vale Ribbon: Glass Issue as a grid comic composition where Orbit Vale Ribbon hits a street turning point with readable captions and bold motion.,"comic,grid,street,citrusCircuit",Original free-to-use generated seed
gen-comic-120,comic,Juno Flash Garden: Ink Issue,cosmic comic page with poster layout,mossFlame,poster,cosmic,Juno Flash Garden,4,Stage Juno Flash Garden: Ink Issue as a poster comic composition where Juno Flash Garden hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,mossFlame",Original free-to-use generated seed
gen-comic-121,comic,Pixel Nova Orchard: Prismatic Issue,mystic comic page with three layout,auroraInk,three,mystic,Pixel Nova Orchard,5,Stage Pixel Nova Orchard: Prismatic Issue as a three comic composition where Pixel Nova Orchard hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,auroraInk",Original free-to-use generated seed
gen-comic-122,comic,Vera Volt Bloom: Solar Issue,neon comic page with splash layout,velvetSignal,splash,neon,Vera Volt Bloom,6,Stage Vera Volt Bloom: Solar Issue as a splash comic composition where Vera Volt Bloom hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,velvetSignal",Original free-to-use generated seed
gen-comic-123,comic,Ink Relay Pulse: Glass Issue,street comic page with grid layout,monoStencil,grid,street,Ink Relay Pulse,7,Stage Ink Relay Pulse: Glass Issue as a grid comic composition where Ink Relay Pulse hits a street turning point with readable captions and bold motion.,"comic,grid,street,monoStencil",Original free-to-use generated seed
gen-comic-124,comic,Glyph Ryder Ribbon: Ink Issue,cosmic comic page with poster layout,citrusCircuit,poster,cosmic,Glyph Ryder Ribbon,8,Stage Glyph Ryder Ribbon: Ink Issue as a poster comic composition where Glyph Ryder Ribbon hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,citrusCircuit",Original free-to-use generated seed
gen-comic-125,comic,Captain Color Garden: Prismatic Issue,mystic comic page with three layout,mossFlame,three,mystic,Captain Color Garden,9,Stage Captain Color Garden: Prismatic Issue as a three comic composition where Captain Color Garden hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,mossFlame",Original free-to-use generated seed
gen-comic-126,comic,Mira Static Orchard: Solar Issue,neon comic page with splash layout,auroraInk,splash,neon,Mira Static Orchard,10,Stage Mira Static Orchard: Solar Issue as a splash comic composition where Mira Static Orchard hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,auroraInk",Original free-to-use generated seed
gen-comic-127,comic,Orbit Vale Bloom: Glass Issue,street comic page with grid layout,velvetSignal,grid,street,Orbit Vale Bloom,4,Stage Orbit Vale Bloom: Glass Issue as a grid comic composition where Orbit Vale Bloom hits a street turning point with readable captions and bold motion.,"comic,grid,street,velvetSignal",Original free-to-use generated seed
gen-comic-128,comic,Juno Flash Pulse: Ink Issue,cosmic comic page with poster layout,monoStencil,poster,cosmic,Juno Flash Pulse,5,Stage Juno Flash Pulse: Ink Issue as a poster comic composition where Juno Flash Pulse hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,monoStencil",Original free-to-use generated seed
gen-comic-129,comic,Pixel Nova Ribbon: Prismatic Issue,mystic comic page with three layout,citrusCircuit,three,mystic,Pixel Nova Ribbon,6,Stage Pixel Nova Ribbon: Prismatic Issue as a three comic composition where Pixel Nova Ribbon hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,citrusCircuit",Original free-to-use generated seed
gen-comic-130,comic,Vera Volt Garden: Solar Issue,neon comic page with splash layout,mossFlame,splash,neon,Vera Volt Garden,7,Stage Vera Volt Garden: Solar Issue as a splash comic composition where Vera Volt Garden hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,mossFlame",Original free-to-use generated seed
gen-comic-131,comic,Ink Relay Orchard: Glass Issue,street comic page with grid layout,auroraInk,grid,street,Ink Relay Orchard,8,Stage Ink Relay Orchard: Glass Issue as a grid comic composition where Ink Relay Orchard hits a street turning point with readable captions and bold motion.,"comic,grid,street,auroraInk",Original free-to-use generated seed
gen-comic-132,comic,Glyph Ryder Bloom: Ink Issue,cosmic comic page with poster layout,velvetSignal,poster,cosmic,Glyph Ryder Bloom,9,Stage Glyph Ryder Bloom: Ink Issue as a poster comic composition where Glyph Ryder Bloom hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,velvetSignal",Original free-to-use generated seed
gen-comic-133,comic,Captain Color Pulse: Prismatic Issue,mystic comic page with three layout,monoStencil,three,mystic,Captain Color Pulse,10,Stage Captain Color Pulse: Prismatic Issue as a three comic composition where Captain Color Pulse hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,monoStencil",Original free-to-use generated seed
gen-comic-134,comic,Mira Static Ribbon: Solar Issue,neon comic page with splash layout,citrusCircuit,splash,neon,Mira Static Ribbon,4,Stage Mira Static Ribbon: Solar Issue as a splash comic composition where Mira Static Ribbon hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,citrusCircuit",Original free-to-use generated seed
gen-comic-135,comic,Orbit Vale Garden: Glass Issue,street comic page with grid layout,mossFlame,grid,street,Orbit Vale Garden,5,Stage Orbit Vale Garden: Glass Issue as a grid comic composition where Orbit Vale Garden hits a street turning point with readable captions and bold motion.,"comic,grid,street,mossFlame",Original free-to-use generated seed
gen-comic-136,comic,Juno Flash Orchard: Ink Issue,cosmic comic page with poster layout,auroraInk,poster,cosmic,Juno Flash Orchard,6,Stage Juno Flash Orchard: Ink Issue as a poster comic composition where Juno Flash Orchard hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,auroraInk",Original free-to-use generated seed
gen-comic-137,comic,Pixel Nova Bloom: Prismatic Issue,mystic comic page with three layout,velvetSignal,three,mystic,Pixel Nova Bloom,7,Stage Pixel Nova Bloom: Prismatic Issue as a three comic composition where Pixel Nova Bloom hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,velvetSignal",Original free-to-use generated seed
gen-comic-138,comic,Vera Volt Pulse: Solar Issue,neon comic page with splash layout,monoStencil,splash,neon,Vera Volt Pulse,8,Stage Vera Volt Pulse: Solar Issue as a splash comic composition where Vera Volt Pulse hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,monoStencil",Original free-to-use generated seed
gen-comic-139,comic,Ink Relay Ribbon: Glass Issue,street comic page with grid layout,citrusCircuit,grid,street,Ink Relay Ribbon,9,Stage Ink Relay Ribbon: Glass Issue as a grid comic composition where Ink Relay Ribbon hits a street turning point with readable captions and bold motion.,"comic,grid,street,citrusCircuit",Original free-to-use generated seed
gen-comic-140,comic,Glyph Ryder Garden: Ink Issue,cosmic comic page with poster layout,mossFlame,poster,cosmic,Glyph Ryder Garden,10,Stage Glyph Ryder Garden: Ink Issue as a poster comic composition where Glyph Ryder Garden hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,mossFlame",Original free-to-use generated seed
gen-comic-141,comic,Captain Color Orchard: Prismatic Issue,mystic comic page with three layout,auroraInk,three,mystic,Captain Color Orchard,4,Stage Captain Color Orchard: Prismatic Issue as a three comic composition where Captain Color Orchard hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,auroraInk",Original free-to-use generated seed
gen-comic-142,comic,Mira Static Bloom: Solar Issue,neon comic page with splash layout,velvetSignal,splash,neon,Mira Static Bloom,5,Stage Mira Static Bloom: Solar Issue as a splash comic composition where Mira Static Bloom hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,velvetSignal",Original free-to-use generated seed
gen-comic-143,comic,Orbit Vale Pulse: Glass Issue,street comic page with grid layout,monoStencil,grid,street,Orbit Vale Pulse,6,Stage Orbit Vale Pulse: Glass Issue as a grid comic composition where Orbit Vale Pulse hits a street turning point with readable captions and bold motion.,"comic,grid,street,monoStencil",Original free-to-use generated seed
gen-comic-144,comic,Juno Flash Ribbon: Ink Issue,cosmic comic page with poster layout,citrusCircuit,poster,cosmic,Juno Flash Ribbon,7,Stage Juno Flash Ribbon: Ink Issue as a poster comic composition where Juno Flash Ribbon hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,citrusCircuit",Original free-to-use generated seed
gen-comic-145,comic,Pixel Nova Garden: Prismatic Issue,mystic comic page with three layout,mossFlame,three,mystic,Pixel Nova Garden,8,Stage Pixel Nova Garden: Prismatic Issue as a three comic composition where Pixel Nova Garden hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,mossFlame",Original free-to-use generated seed
gen-comic-146,comic,Vera Volt Orchard: Solar Issue,neon comic page with splash layout,auroraInk,splash,neon,Vera Volt Orchard,9,Stage Vera Volt Orchard: Solar Issue as a splash comic composition where Vera Volt Orchard hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,auroraInk",Original free-to-use generated seed
gen-comic-147,comic,Ink Relay Bloom: Glass Issue,street comic page with grid layout,velvetSignal,grid,street,Ink Relay Bloom,10,Stage Ink Relay Bloom: Glass Issue as a grid comic composition where Ink Relay Bloom hits a street turning point with readable captions and bold motion.,"comic,grid,street,velvetSignal",Original free-to-use generated seed
gen-comic-148,comic,Glyph Ryder Pulse: Ink Issue,cosmic comic page with poster layout,monoStencil,poster,cosmic,Glyph Ryder Pulse,4,Stage Glyph Ryder Pulse: Ink Issue as a poster comic composition where Glyph Ryder Pulse hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,monoStencil",Original free-to-use generated seed
gen-comic-149,comic,Captain Color Ribbon: Prismatic Issue,mystic comic page with three layout,citrusCircuit,three,mystic,Captain Color Ribbon,5,Stage Captain Color Ribbon: Prismatic Issue as a three comic composition where Captain Color Ribbon hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,citrusCircuit",Original free-to-use generated seed
gen-comic-150,comic,Mira Static Garden: Solar Issue,neon comic page with splash layout,mossFlame,splash,neon,Mira Static Garden,6,Stage Mira Static Garden: Solar Issue as a splash comic composition where Mira Static Garden hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,mossFlame",Original free-to-use generated seed
gen-comic-151,comic,Orbit Vale Orchard: Glass Issue,street comic page with grid layout,auroraInk,grid,street,Orbit Vale Orchard,7,Stage Orbit Vale Orchard: Glass Issue as a grid comic composition where Orbit Vale Orchard hits a street turning point with readable captions and bold motion.,"comic,grid,street,auroraInk",Original free-to-use generated seed
gen-comic-152,comic,Juno Flash Bloom: Ink Issue,cosmic comic page with poster layout,velvetSignal,poster,cosmic,Juno Flash Bloom,8,Stage Juno Flash Bloom: Ink Issue as a poster comic composition where Juno Flash Bloom hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,velvetSignal",Original free-to-use generated seed
gen-comic-153,comic,Pixel Nova Pulse: Prismatic Issue,mystic comic page with three layout,monoStencil,three,mystic,Pixel Nova Pulse,9,Stage Pixel Nova Pulse: Prismatic Issue as a three comic composition where Pixel Nova Pulse hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,monoStencil",Original free-to-use generated seed
gen-comic-154,comic,Vera Volt Ribbon: Solar Issue,neon comic page with splash layout,citrusCircuit,splash,neon,Vera Volt Ribbon,10,Stage Vera Volt Ribbon: Solar Issue as a splash comic composition where Vera Volt Ribbon hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,citrusCircuit",Original free-to-use generated seed
gen-comic-155,comic,Ink Relay Garden: Glass Issue,street comic page with grid layout,mossFlame,grid,street,Ink Relay Garden,4,Stage Ink Relay Garden: Glass Issue as a grid comic composition where Ink Relay Garden hits a street turning point with readable captions and bold motion.,"comic,grid,street,mossFlame",Original free-to-use generated seed
gen-comic-156,comic,Glyph Ryder Orchard: Ink Issue,cosmic comic page with poster layout,auroraInk,poster,cosmic,Glyph Ryder Orchard,5,Stage Glyph Ryder Orchard: Ink Issue as a poster comic composition where Glyph Ryder Orchard hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,auroraInk",Original free-to-use generated seed
gen-comic-157,comic,Captain Color Bloom: Prismatic Issue,mystic comic page with three layout,velvetSignal,three,mystic,Captain Color Bloom,6,Stage Captain Color Bloom: Prismatic Issue as a three comic composition where Captain Color Bloom hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,velvetSignal",Original free-to-use generated seed
gen-comic-158,comic,Mira Static Pulse: Solar Issue,neon comic page with splash layout,monoStencil,splash,neon,Mira Static Pulse,7,Stage Mira Static Pulse: Solar Issue as a splash comic composition where Mira Static Pulse hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,monoStencil",Original free-to-use generated seed
gen-comic-159,comic,Orbit Vale Ribbon: Glass Issue,street comic page with grid layout,citrusCircuit,grid,street,Orbit Vale Ribbon,8,Stage Orbit Vale Ribbon: Glass Issue as a grid comic composition where Orbit Vale Ribbon hits a street turning point with readable captions and bold motion.,"comic,grid,street,citrusCircuit",Original free-to-use generated seed
gen-comic-160,comic,Juno Flash Garden: Ink Issue,cosmic comic page with poster layout,mossFlame,poster,cosmic,Juno Flash Garden,9,Stage Juno Flash Garden: Ink Issue as a poster comic composition where Juno Flash Garden hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,mossFlame",Original free-to-use generated seed
gen-comic-161,comic,Pixel Nova Orchard: Prismatic Issue,mystic comic page with three layout,auroraInk,three,mystic,Pixel Nova Orchard,10,Stage Pixel Nova Orchard: Prismatic Issue as a three comic composition where Pixel Nova Orchard hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,auroraInk",Original free-to-use generated seed
gen-comic-162,comic,Vera Volt Bloom: Solar Issue,neon comic page with splash layout,velvetSignal,splash,neon,Vera Volt Bloom,4,Stage Vera Volt Bloom: Solar Issue as a splash comic composition where Vera Volt Bloom hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,velvetSignal",Original free-to-use generated seed
gen-comic-163,comic,Ink Relay Pulse: Glass Issue,street comic page with grid layout,monoStencil,grid,street,Ink Relay Pulse,5,Stage Ink Relay Pulse: Glass Issue as a grid comic composition where Ink Relay Pulse hits a street turning point with readable captions and bold motion.,"comic,grid,street,monoStencil",Original free-to-use generated seed
gen-comic-164,comic,Glyph Ryder Ribbon: Ink Issue,cosmic comic page with poster layout,citrusCircuit,poster,cosmic,Glyph Ryder Ribbon,6,Stage Glyph Ryder Ribbon: Ink Issue as a poster comic composition where Glyph Ryder Ribbon hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,citrusCircuit",Original free-to-use generated seed
gen-comic-165,comic,Captain Color Garden: Prismatic Issue,mystic comic page with three layout,mossFlame,three,mystic,Captain Color Garden,7,Stage Captain Color Garden: Prismatic Issue as a three comic composition where Captain Color Garden hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,mossFlame",Original free-to-use generated seed
gen-comic-166,comic,Mira Static Orchard: Solar Issue,neon comic page with splash layout,auroraInk,splash,neon,Mira Static Orchard,8,Stage Mira Static Orchard: Solar Issue as a splash comic composition where Mira Static Orchard hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,auroraInk",Original free-to-use generated seed
gen-comic-167,comic,Orbit Vale Bloom: Glass Issue,street comic page with grid layout,velvetSignal,grid,street,Orbit Vale Bloom,9,Stage Orbit Vale Bloom: Glass Issue as a grid comic composition where Orbit Vale Bloom hits a street turning point with readable captions and bold motion.,"comic,grid,street,velvetSignal",Original free-to-use generated seed
gen-comic-168,comic,Juno Flash Pulse: Ink Issue,cosmic comic page with poster layout,monoStencil,poster,cosmic,Juno Flash Pulse,10,Stage Juno Flash Pulse: Ink Issue as a poster comic composition where Juno Flash Pulse hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,monoStencil",Original free-to-use generated seed
gen-comic-169,comic,Pixel Nova Ribbon: Prismatic Issue,mystic comic page with three layout,citrusCircuit,three,mystic,Pixel Nova Ribbon,4,Stage Pixel Nova Ribbon: Prismatic Issue as a three comic composition where Pixel Nova Ribbon hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,citrusCircuit",Original free-to-use generated seed
gen-comic-170,comic,Vera Volt Garden: Solar Issue,neon comic page with splash layout,mossFlame,splash,neon,Vera Volt Garden,5,Stage Vera Volt Garden: Solar Issue as a splash comic composition where Vera Volt Garden hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,mossFlame",Original free-to-use generated seed
gen-comic-171,comic,Ink Relay Orchard: Glass Issue,street comic page with grid layout,auroraInk,grid,street,Ink Relay Orchard,6,Stage Ink Relay Orchard: Glass Issue as a grid comic composition where Ink Relay Orchard hits a street turning point with readable captions and bold motion.,"comic,grid,street,auroraInk",Original free-to-use generated seed
gen-comic-172,comic,Glyph Ryder Bloom: Ink Issue,cosmic comic page with poster layout,velvetSignal,poster,cosmic,Glyph Ryder Bloom,7,Stage Glyph Ryder Bloom: Ink Issue as a poster comic composition where Glyph Ryder Bloom hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,velvetSignal",Original free-to-use generated seed
gen-comic-173,comic,Captain Color Pulse: Prismatic Issue,mystic comic page with three layout,monoStencil,three,mystic,Captain Color Pulse,8,Stage Captain Color Pulse: Prismatic Issue as a three comic composition where Captain Color Pulse hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,monoStencil",Original free-to-use generated seed
gen-comic-174,comic,Mira Static Ribbon: Solar Issue,neon comic page with splash layout,citrusCircuit,splash,neon,Mira Static Ribbon,9,Stage Mira Static Ribbon: Solar Issue as a splash comic composition where Mira Static Ribbon hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,citrusCircuit",Original free-to-use generated seed
gen-comic-175,comic,Orbit Vale Garden: Glass Issue,street comic page with grid layout,mossFlame,grid,street,Orbit Vale Garden,10,Stage Orbit Vale Garden: Glass Issue as a grid comic composition where Orbit Vale Garden hits a street turning point with readable captions and bold motion.,"comic,grid,street,mossFlame",Original free-to-use generated seed
gen-comic-176,comic,Juno Flash Orchard: Ink Issue,cosmic comic page with poster layout,auroraInk,poster,cosmic,Juno Flash Orchard,4,Stage Juno Flash Orchard: Ink Issue as a poster comic composition where Juno Flash Orchard hits a cosmic turning point with readable captions and bold motion.,"comic,poster,cosmic,auroraInk",Original free-to-use generated seed
gen-comic-177,comic,Pixel Nova Bloom: Prismatic Issue,mystic comic page with three layout,velvetSignal,three,mystic,Pixel Nova Bloom,5,Stage Pixel Nova Bloom: Prismatic Issue as a three comic composition where Pixel Nova Bloom hits a mystic turning point with readable captions and bold motion.,"comic,three,mystic,velvetSignal",Original free-to-use generated seed
gen-comic-178,comic,Vera Volt Pulse: Solar Issue,neon comic page with splash layout,monoStencil,splash,neon,Vera Volt Pulse,6,Stage Vera Volt Pulse: Solar Issue as a splash comic composition where Vera Volt Pulse hits a neon turning point with readable captions and bold motion.,"comic,splash,neon,monoStencil",Original free-to-use generated seed
